55,55,"పడదాం లేద్దాం పడుతూ లేస్తూ పోదాం మైకం నదిలో ముంచే స్వర్గం చూద్దాం"""
56,56,పున్నమి పువ్వై వికసిస్తున్నా వెన్నెల గువ్వై విహరిస్తున్నా
57,57,ఎదుట నిలిచింది చూడు జలతారు వెన్నెలేమో ఎదను తడిపింది నేడు చినుకంటి చిన్నదేమో
58,58,నీదే నీదే ప్రశ్న నీదే నీదే నీదే బదులు నీదే
59,59,ఎందుకో మది నమ్మదే ఇది ముందున్నది నిజమంతా నిజమే అన్న సంగతి
60,60,రా ముందడుగేద్దాం యుద్ధం అంటే అర్థం ఇది కాదంటూ సరిహద్దుల్నే చెరిపే సంకల్పం అవుదాం
61,61,ఎందుకు చెంతకు వస్తావో ఎందుకు చెయ్యొదిలెస్తావో స్నేహమా… చెలగాటమా
62,62,భగభగమని ఎగసిన మంటలు ఏ కాంతి కోసమో.. ధగ ధగమని మెరిసిన కత్తులు ఏ శాంతి కోసమో
63,63,తల ఎత్తి జీవించు తమ్ముడా తెలుగు నేలలో మొలకెత్తినానని
64,64,సూరీడు వచ్చిండు సూడయ్యో వెలుగు సూదుల్ని తెచ్చిండు సూడయ్యోవ్
65,65,ఆగే పీచే అలొచిస్తే సాగలేవోయ్ సందేహిస్తే సాహసం గా ముందడుగేస్తే ఈ క్షణం నీదిరా
66,66,ఒక విత్తనం మొలకెత్తడం సరికొత్తగా గమనించుదాం నిలువెత్తుగా తల ఎత్తడం నేర్పేందుకు అదే తొలి పాఠం
67,67,ఎవ్వరికీ కనబడదే ప్రేమది ఏ రూపం ఏ చెవికీ వినబడదే ప్రేమది ఏ రాగం
68,68,బదులు తోచని ప్రశ్నల తాకిడి ఏమిటో ఇలా అలలు ఆగని సంద్రములా మది మారితే ఎలా“
69,69,ఒక్కసారి ఫక్కుమంటూ నవ్వుకుందాం పక్కవారి చింత కొంత పంచుకుందాం
70,70,ఖబడ్దార్ అనీ కబురు పెట్టరా గుబులు పుట్టదా చెడు గుండెలో
71,71,ఆట ఆట నువు నిలబడి చూడకు ఏ చోట ఆట ఆట ఇది గెలవక తప్పని బతుకాట
72,72,నరనరాల్లో ఉత్సాహం ఉరకలేసే యువతరం జరుపుతుంటే పోరాటం దొరకదా విజయం
73,73,పూల ఘుమఘుమ చేరని ఓ మూల ఉంటే ఎలా తేనె మధురిమ చేదని ఆ మూతి ముడుపేంటలా
74,74,సాహసం నా పథం రాజసం నా రథం సాగితే ఆపడం సాధ్యమా
75,75,పట్టుదలతో చేస్తే సమరం తప్పకుండ నీదే విజయం కష్టపడితే రాదా ఫలితం
76,76,ఎందుకే ఇలా గుండె లోపల ఇంత మంట రేపుతావు అందని కలా
77,77,ఐ యామ్‌ వెరీ సారీ అన్నాగా వందోసారి సరదాగా నవ్వేసెయ్ ఒకసారి
78,78,నువ్వంటే నాకిష్టమని అన్నది నా ప్రతి శ్వాస నువ్వేలే నా లోకమని అన్నది నా ప్రతి ఆశ
79,79,గుండెల్లో ఏముందో కళ్లల్లో తెలుస్తుంది పెదవుల్లో ఈ మౌనం నీ పేరే పిలుస్తోంది
80,80,నేలనడిగా పువ్వులనడిగా నీలి నింగి చుక్కలనడిగా ప్రేమించిన చెలి ఏదనీ
81,81,నిన్నలా మొన్నలా లేదురా ఇవాళ కాలమే స్పీడుగా ఉందిరా
82,82,పాటల పల్లకివై ఊరేగే చిరుగాలీ కంటికి కనపడవే నిన్నెక్కడ వెతకాలి
83,83,ఎక్కడ ఉన్నా పక్కన నువ్వే ఉన్నట్టుంటుంది చెలీ ఇదేం అల్లరి
84,84,వద్దని ఆపలేరు ఉరికే ఊహని... హద్దులు దాటరాదు ఆశల వాహిని
85,85,మట్టి తోటి చుట్టరికం మరిపించే వైరం గుర్తిస్తుందా మనిషికి మనిషితోటి బంధం
86,86,కాలం అనేదే లేని చోట విలయాల పేరే వినని చోట మనం పెంచుదాం ఏకమై..ప్రేమగా..ప్రేమనీ..
87,87,నిన్న రాత్రి పీడకల నేడు తలుచుకుంటూ నిద్ర మానుకోగలమా..
88,88,ఎంత మంచి స్వప్నమైన అందులోనే ఉంటూ లేవకుండా ఉండ గలమా
89,89,తనవేళ్ళే సంకెళ్ళై కదలలేని మొక్కలా ఆమనికై ఎదురుచూస్తు ఆగిపోకు ఎక్కడా
90,90,అవధిలేని అందముంది అవనికి నలుదిక్కుల ఆనందపు గాలివాలు నడపనీ నిన్నిలా
91,91,పరుగులు తీసే వయసుంటే... ఉరకలు వేసే మనసుంటే బ్రతుకే ఒక రైలు బండీ... సరదాల ప్రయాణమండీ
92,92,ఆపద ఉందని నిలబడిపోతే ఆగదు సమయం ఏ నిమిషం
93,93,సందేహించక ముందుకు పోతే... గెలుపు చిక్కడం ఖాయం దూసుకుపోయే ధైర్యం ఉంటే...  ఓడక తప్పదు కాలం
94,94,కొండలు కోనలు అడ్డున్నాయని.... సాగక మానదు సెలయేరు గల గల పాటల హుషారు ఉంటే అలసట కలవదు ఆ జోరు
95,95,ఆకాశపు అంచులు తాకాలి... ఆనందపు లోతులు చూడాలి కోరిన స్వర్గము చేరిన నాడే మనిషికి విలువని చాటాలి
96,96,ఆలోచించక అడుగులు వేస్తే... పడుతు తొక్కడం ఖాయం నేలను విడిచిన సాములు చేస్తే... తగలక తప్పదు గాయం
97,97,నిశ్చయం నిశ్చలం నిర్భయం నా హయం కానిదేముంది నే కొరుకుంటే 
98,98,పౌరుషం ఆయుధం పోరులో జీవితం కైవసం కావడం కష్టమా
99,99,వేడితే లేడి ఒడి చేరుతుందా.. వేట సాగాలి కాదా ఓడితే జాలి చూపేన కాలం.. కాలరాసేసి పోదా
100,100,అంతము సొంతము పంతమే వీడను మందలో పందిలా ఉండనే ఉండను భీరువల్లే పారిపోనూ..రేయి ఒళ్ళో దూరిపోను
101,101,ఏ కళ కైనా ఏ కలకైనా ... జీవిత రంగం వేదిక కాదా
102,102,ప్రజాధనం కానీ కళా విలాసం ఏ ప్రయోజనం లేని వృథా వికాసం 
103,103,కూసే కోయిల పోతే కాలం ఆగిందా పారే ఏరే పాడే మరో పదం రాదా
104,104,ఏదీ సొంతం కోసం కాదను సందేశం ..పంచే గుణమే పోతే ప్రపంచమే శూన్యం ..
